ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
112,2.26e-08,0.718595,68921,1e+08,-4.72893e-19,-4.72893e-19,-4.72893e-19,1.36461e-17,9261,1.25e+07,5.53502e-19,5.53502e-19,5.53502e-19,4.28662e-14,8.92568e-12,8.96856e-12
113,2.28e-08,0.724453,68921,1e+08,-4.77077e-19,-4.77077e-19,-4.77077e-19,1.38899e-17,9261,1.25e+07,5.58398e-19,5.58398e-19,5.58398e-19,4.36268e-14,8.92492e-12,8.96856e-12
114,2.3e-08,0.730204,68921,1e+08,-4.81261e-19,-4.81261e-19,-4.8126e-19,1.41359e-17,9261,1.25e+07,5.63293e-19,5.63293e-19,5.63293e-19,4.43939e-14,8.92416e-12,8.96857e-12
115,2.32e-08,0.735929,68921,1e+08,-4.85443e-19,-4.85443e-19,-4.85443e-19,1.43839e-17,9261,1.25e+07,5.68186e-19,5.68186e-19,5.68186e-19,4.51675e-14,8.92339e-12,8.96857e-12
116,2.34e-08,0.741672,68921,1e+08,-4.89624e-19,-4.89624e-19,-4.89624e-19,1.46341e-17,9261,1.25e+07,5.73078e-19,5.73078e-19,5.73078e-19,4.59475e-14,8.92262e-12,8.96858e-12
117,2.36e-08,0.747414,68921,1e+08,-4.93804e-19,-4.93804e-19,-4.93804e-19,1.48865e-17,9261,1.25e+07,5.77969e-19,5.77969e-19,5.77969e-19,4.6734e-14,8.92183e-12,8.96858e-12
118,2.38e-08,0.753206,68921,1e+08,-4.97984e-19,-4.97984e-19,-4.97983e-19,1.51409e-17,9261,1.25e+07,5.82859e-19,5.82859e-19,5.82859e-19,4.75269e-14,8.92104e-12,8.96859e-12
119,2.4e-08,0.758937,68921,1e+08,-5.02162e-19,-5.02162e-19,-5.02162e-19,1.53975e-17,9261,1.25e+07,5.87747e-19,5.87747e-19,5.87747e-19,4.83262e-14,8.92025e-12,8.96859e-12
120,2.42e-08,0.765157,68921,1e+08,-5.06339e-19,-5.06339e-19,-5.06339e-19,1.56562e-17,9261,1.25e+07,5.92634e-19,5.92634e-19,5.92634e-19,4.9132e-14,8.91945e-12,8.96859e-12
121,2.44e-08,0.7712,68921,1e+08,-5.10515e-19,-5.10515e-19,-5.10515e-19,1.59171e-17,9261,1.25e+07,5.97519e-19,5.97519e-19,5.97519e-19,4.99441e-14,8.91864e-12,8.9686e-12
122,2.46e-08,0.776924,68921,1e+08,-5.1469e-19,-5.1469e-19,-5.1469e-19,1.61801e-17,9261,1.25e+07,6.02404e-19,6.02404e-19,6.02404e-19,5.07627e-14,8.91782e-12,8.9686e-12
123,2.48e-08,0.782742,68921,1e+08,-5.18863e-19,-5.18863e-19,-5.18863e-19,1.64452e-17,9261,1.25e+07,6.07287e-19,6.07287e-19,6.07287e-19,5.15876e-14,8.917e-12,8.96861e-12
124,2.5e-08,0.788502,68921,1e+08,-5.23036e-19,-5.23036e-19,-5.23036e-19,1.67124e-17,9261,1.25e+07,6.12168e-19,6.12168e-19,6.12168e-19,5.24189e-14,8.91617e-12,8.96861e-12
125,2.52e-08,0.794252,68921,1e+08,-5.27208e-19,-5.27208e-19,-5.27207e-19,1.69817e-17,9261,1.25e+07,6.17048e-19,6.17048e-19,6.17048e-19,5.32566e-14,8.91534e-12,8.96861e-12
126,2.54e-08,0.800023,68921,1e+08,-5.31378e-19,-5.31378e-19,-5.31378e-19,1.72532e-17,9261,1.25e+07,6.21927e-19,6.21927e-19,6.21927e-19,5.41007e-14,8.9145e-12,8.96862e-12
127,2.56e-08,0.805765,68921,1e+08,-5.35547e-19,-5.35547e-19,-5.35547e-19,1.75268e-17,9261,1.25e+07,6.26805e-19,6.26805e-19,6.26805e-19,5.49511e-14,8.91365e-12,8.96862e-12
128,2.58e-08,0.811557,68921,1e+08,-5.39715e-19,-5.39715e-19,-5.39715e-19,1.78025e-17,9261,1.25e+07,6.31681e-19,6.31681e-19,6.31681e-19,5.58079e-14,8.9128e-12,8.96862e-12
129,2.6e-08,0.817366,68921,1e+08,-5.43882e-19,-5.43882e-19,-5.43882e-19,1.80803e-17,9261,1.25e+07,6.36555e-19,6.36555e-19,6.36555e-19,5.6671e-14,8.91194e-12,8.96863e-12
130,2.62e-08,0.823087,68921,1e+08,-5.48048e-19,-5.48048e-19,-5.48048e-19,1.83602e-17,9261,1.25e+07,6.41429e-19,6.41429e-19,6.41429e-19,5.75405e-14,8.91107e-12,8.96863e-12
131,2.64e-08,0.828792,68921,1e+08,-5.52213e-19,-5.52213e-19,-5.52213e-19,1.86423e-17,9261,1.25e+07,6.463e-19,6.463e-19,6.463e-19,5.84162e-14,8.9102e-12,8.96864e-12
132,2.66e-08,0.834517,68921,1e+08,-5.56376e-19,-5.56376e-19,-5.56376e-19,1.89264e-17,9261,1.25e+07,6.51171e-19,6.51171e-19,6.51171e-19,5.92983e-14,8.90932e-12,8.96864e-12
133,2.68e-08,0.840203,68921,1e+08,-5.60538e-19,-5.60538e-19,-5.60538e-19,1.92127e-17,9261,1.25e+07,6.5604e-19,6.5604e-19,6.56039e-19,6.01867e-14,8.90844e-12,8.96864e-12
134,2.7e-08,0.84593,68921,1e+08,-5.64699e-19,-5.64699e-19,-5.64699e-19,1.95011e-17,9261,1.25e+07,6.60907e-19,6.60907e-19,6.60907e-19,6.10814e-14,8.90755e-12,8.96865e-12
135,2.72e-08,0.851657,68921,1e+08,-5.68859e-19,-5.68859e-19,-5.68859e-19,1.97916e-17,9261,1.25e+07,6.65773e-19,6.65773e-19,6.65773e-19,6.19823e-14,8.90665e-12,8.96865e-12
136,2.74e-08,0.857418,68921,1e+08,-5.73018e-19,-5.73018e-19,-5.73017e-19,2.00842e-17,9261,1.25e+07,6.70637e-19,6.70637e-19,6.70637e-19,6.28896e-14,8.90574e-12,8.96865e-12
137,2.76e-08,0.863225,68921,1e+08,-5.77175e-19,-5.77175e-19,-5.77175e-19,2.0379e-17,9261,1.25e+07,6.755e-19,6.755e-19,6.755e-19,6.38031e-14,8.90483e-12,8.96866e-12
138,2.78e-08,0.86894,68921,1e+08,-5.81331e-19,-5.81331e-19,-5.81331e-19,2.06758e-17,9261,1.25e+07,6.80361e-19,6.80361e-19,6.80361e-19,6.47228e-14,8.90392e-12,8.96866e-12
139,2.8e-08,0.874687,68921,1e+08,-5.85486e-19,-5.85486e-19,-5.85486e-19,2.09747e-17,9261,1.25e+07,6.85221e-19,6.85221e-19,6.85221e-19,6.56489e-14,8.90299e-12,8.96866e-12
140,2.82e-08,0.880425,68921,1e+08,-5.89639e-19,-5.89639e-19,-5.89639e-19,2.12758e-17,9261,1.25e+07,6.9008e-19,6.9008e-19,6.9008e-19,6.65811e-14,8.90206e-12,8.96866e-12
141,2.84e-08,0.886126,68921,1e+08,-5.93791e-19,-5.93791e-19,-5.93791e-19,2.1579e-17,9261,1.25e+07,6.94936e-19,6.94936e-19,6.94936e-19,6.75196e-14,8.90113e-12,8.96867e-12
142,2.86e-08,0.891887,68921,1e+08,-5.97942e-19,-5.97942e-19,-5.97942e-19,2.18842e-17,9261,1.25e+07,6.99791e-19,6.99791e-19,6.99791e-19,6.84643e-14,8.90018e-12,8.96867e-12
143,2.88e-08,0.897621,68921,1e+08,-6.02092e-19,-6.02092e-19,-6.02092e-19,2.21916e-17,9261,1.25e+07,7.04645e-19,7.04645e-19,7.04645e-19,6.94151e-14,8.89924e-12,8.96867e-12
144,2.9e-08,0.903382,68921,1e+08,-6.0624e-19,-6.0624e-19,-6.0624e-19,2.2501e-17,9261,1.25e+07,7.09497e-19,7.09497e-19,7.09497e-19,7.03722e-14,8.89828e-12,8.96868e-12
145,2.92e-08,0.909158,68921,1e+08,-6.10387e-19,-6.10387e-19,-6.10387e-19,2.28126e-17,9261,1.25e+07,7.14347e-19,7.14347e-19,7.14347e-19,7.13355e-14,8.89732e-12,8.96868e-12
146,2.94e-08,0.914907,68921,1e+08,-6.14533e-19,-6.14533e-19,-6.14533e-19,2.31263e-17,9261,1.25e+07,7.19196e-19,7.19196e-19,7.19196e-19,7.2305e-14,8.89635e-12,8.96868e-12
147,2.96e-08,0.920724,68921,1e+08,-6.18678e-19,-6.18678e-19,-6.18677e-19,2.3442e-17,9261,1.25e+07,7.24043e-19,7.24043e-19,7.24043e-19,7.32806e-14,8.89538e-12,8.96868e-12
148,2.98e-08,0.926595,68921,1e+08,-6.22821e-19,-6.22821e-19,-6.2282e-19,2.37599e-17,9261,1.25e+07,7.28889e-19,7.28889e-19,7.28889e-19,7.42624e-14,8.8944e-12,8.96869e-12
149,3e-08,0.932332,68921,1e+08,-6.26962e-19,-6.26962e-19,-6.26962e-19,2.40798e-17,9261,1.25e+07,7.33733e-19,7.33733e-19,7.33733e-19,7.52503e-14,8.89341e-12,8.96869e-12
150,3.02e-08,0.938086,68921,1e+08,-6.31102e-19,-6.31102e-19,-6.31102e-19,2.44019e-17,9261,1.25e+07,7.38575e-19,7.38575e-19,7.38575e-19,7.62444e-14,8.89242e-12,8.96869e-12
151,3.04e-08,0.943877,68921,1e+08,-6.35241e-19,-6.35241e-19,-6.35241e-19,2.4726e-17,9261,1.25e+07,7.43415e-19,7.43415e-19,7.43415e-19,7.72445e-14,8.89142e-12,8.96869e-12
152,3.06e-08,0.949572,68921,1e+08,-6.39379e-19,-6.39379e-19,-6.39379e-19,2.50523e-17,9261,1.25e+07,7.48254e-19,7.48254e-19,7.48254e-19,7.82508e-14,8.89042e-12,8.96869e-12
153,3.08e-08,0.955332,68921,1e+08,-6.43515e-19,-6.43515e-19,-6.43515e-19,2.53806e-17,9261,1.25e+07,7.53091e-19,7.53091e-19,7.53091e-19,7.92632e-14,8.88941e-12,8.9687e-12
154,3.1e-08,0.961057,68921,1e+08,-6.4765e-19,-6.4765e-19,-6.4765e-19,2.5711e-17,9261,1.25e+07,7.57927e-19,7.57927e-19,7.57927e-19,8.02817e-14,8.88839e-12,8.9687e-12
155,3.12e-08,0.966792,68921,1e+08,-6.51783e-19,-6.51783e-19,-6.51783e-19,2.60435e-17,9261,1.25e+07,7.6276e-19,7.6276e-19,7.6276e-19,8.13063e-14,8.88737e-12,8.9687e-12
156,3.14e-08,0.972485,68921,1e+08,-6.55915e-19,-6.55915e-19,-6.55915e-19,2.63781e-17,9261,1.25e+07,7.67592e-19,7.67592e-19,7.67592e-19,8.23369e-14,8.88634e-12,8.9687e-12
157,3.16e-08,0.97816,68921,1e+08,-6.60045e-19,-6.60045e-19,-6.60045e-19,2.67148e-17,9261,1.25e+07,7.72423e-19,7.72423e-19,7.72423e-19,8.33736e-14,8.8853e-12,8.9687e-12
158,3.18e-08,0.983886,68921,1e+08,-6.64174e-19,-6.64174e-19,-6.64174e-19,2.70536e-17,9261,1.25e+07,7.77251e-19,7.77251e-19,7.77251e-19,8.44164e-14,8.88426e-12,8.9687e-12
159,3.2e-08,0.98962,68921,1e+08,-6.68302e-19,-6.68302e-19,-6.68302e-19,2.73944e-17,9261,1.25e+07,7.82078e-19,7.82078e-19,7.82078e-19,8.54652e-14,8.88321e-12,8.9687e-12
160,3.22e-08,0.995281,68921,1e+08,-6.72428e-19,-6.72428e-19,-6.72428e-19,2.77373e-17,9261,1.25e+07,7.86903e-19,7.86903e-19,7.86903e-19,8.652e-14,8.88216e-12,8.9687e-12
161,3.24e-08,1.00098,68921,1e+08,-6.76553e-19,-6.76553e-19,-6.76552e-19,2.80824e-17,9261,1.25e+07,7.91726e-19,7.91726e-19,7.91726e-19,8.75808e-14,8.88109e-12,8.9687e-12
162,3.26e-08,1.00665,68921,1e+08,-6.80676e-19,-6.80676e-19,-6.80675e-19,2.84294e-17,9261,1.25e+07,7.96547e-19,7.96547e-19,7.96547e-19,8.86477e-14,8.88003e-12,8.9687e-12
163,3.28e-08,1.01233,68921,1e+08,-6.84797e-19,-6.84797e-19,-6.84797e-19,2.87786e-17,9261,1.25e+07,8.01366e-19,8.01366e-19,8.01366e-19,8.97205e-14,8.87896e-12,8.9687e-12
164,3.3e-08,1.01825,68921,1e+08,-6.88917e-19,-6.88917e-19,-6.88917e-19,2.91299e-17,9261,1.25e+07,8.06184e-19,8.06184e-19,8.06184e-19,9.07993e-14,8.87788e-12,8.9687e-12
165,3.32e-08,1.02418,68921,1e+08,-6.93036e-19,-6.93036e-19,-6.93036e-19,2.94832e-17,9261,1.25e+07,8.11e-19,8.11e-19,8.11e-19,9.18841e-14,8.87679e-12,8.9687e-12
166,3.34e-08,1.02995,68921,1e+08,-6.97153e-19,-6.97153e-19,-6.97153e-19,2.98386e-17,9261,1.25e+07,8.15814e-19,8.15814e-19,8.15814e-19,9.29748e-14,8.8757e-12,8.9687e-12
167,3.36e-08,1.03573,68921,1e+08,-7.01269e-19,-7.01269e-19,-7.01268e-19,3.01961e-17,9261,1.25e+07,8.20626e-19,8.20626e-19,8.20626e-19,9.40715e-14,8.8746e-12,8.9687e-12
168,3.38e-08,1.04148,68921,1e+08,-7.05382e-19,-7.05382e-19,-7.05382e-19,3.05556e-17,9261,1.25e+07,8.25436e-19,8.25436e-19,8.25436e-19,9.51741e-14,8.8735e-12,8.9687e-12
169,3.4e-08,1.04741,68921,1e+08,-7.09495e-19,-7.09495e-19,-7.09495e-19,3.09172e-17,9261,1.25e+07,8.30244e-19,8.30244e-19,8.30244e-19,9.62826e-14,8.87239e-12,8.9687e-12
170,3.42e-08,1.05325,68921,1e+08,-7.13606e-19,-7.13606e-19,-7.13605e-19,3.12809e-17,9261,1.25e+07,8.35051e-19,8.35051e-19,8.35051e-19,9.73971e-14,8.87127e-12,8.9687e-12
171,3.44e-08,1.05903,68921,1e+08,-7.17715e-19,-7.17715e-19,-7.17715e-19,3.16466e-17,9261,1.25e+07,8.39855e-19,8.39855e-19,8.39855e-19,9.85174e-14,8.87015e-12,8.9687e-12
172,3.46e-08,1.06478,68921,1e+08,-7.21823e-19,-7.21823e-19,-7.21822e-19,3.20144e-17,9261,1.25e+07,8.44658e-19,8.44658e-19,8.44658e-19,9.96436e-14,8.86902e-12,8.9687e-12
173,3.48e-08,1.0705,68921,1e+08,-7.25929e-19,-7.25929e-19,-7.25928e-19,3.23843e-17,9261,1.25e+07,8.49458e-19,8.49458e-19,8.49458e-19,1.00776e-13,8.86789e-12,8.9687e-12
174,3.5e-08,1.07626,68921,1e+08,-7.30033e-19,-7.30033e-19,-7.30033e-19,3.27563e-17,9261,1.25e+07,8.54257e-19,8.54257e-19,8.54257e-19,1.01914e-13,8.86675e-12,8.9687e-12
175,3.52e-08,1.08216,68921,1e+08,-7.34136e-19,-7.34136e-19,-7.34136e-19,3.31303e-17,9261,1.25e+07,8.59054e-19,8.59054e-19,8.59053e-19,1.03057e-13,8.8656e-12,8.9687e-12
176,3.54e-08,1.08807,68921,1e+08,-7.38237e-19,-7.38237e-19,-7.38237e-19,3.35063e-17,9261,1.25e+07,8.63848e-19,8.63848e-19,8.63848e-19,1.04207e-13,8.86445e-12,8.96869e-12
177,3.56e-08,1.09409,68921,1e+08,-7.42337e-19,-7.42337e-19,-7.42337e-19,3.38845e-17,9261,1.25e+07,8.68641e-19,8.68641e-19,8.68641e-19,1.05363e-13,8.8633e-12,8.96869e-12
178,3.58e-08,1.09995,68921,1e+08,-7.46435e-19,-7.46435e-19,-7.46435e-19,3.42646e-17,9261,1.25e+07,8.73431e-19,8.73431e-19,8.73431e-19,1.06524e-13,8.86213e-12,8.96869e-12
179,3.6e-08,1.10569,68921,1e+08,-7.50531e-19,-7.50531e-19,-7.50531e-19,3.46469e-17,9261,1.25e+07,8.7822e-19,8.7822e-19,8.7822e-19,1.07691e-13,8.86096e-12,8.96869e-12
180,3.62e-08,1.11153,68921,1e+08,-7.54626e-19,-7.54626e-19,-7.54625e-19,3.50312e-17,9261,1.25e+07,8.83007e-19,8.83007e-19,8.83007e-19,1.08864e-13,8.85979e-12,8.96869e-12
181,3.64e-08,1.11732,68921,1e+08,-7.58718e-19,-7.58718e-19,-7.58718e-19,3.54175e-17,9261,1.25e+07,8.87791e-19,8.87791e-19,8.87791e-19,1.10042e-13,8.85861e-12,8.96868e-12
182,3.66e-08,1.12305,68921,1e+08,-7.6281e-19,-7.6281e-19,-7.62809e-19,3.58059e-17,9261,1.25e+07,8.92574e-19,8.92574e-19,8.92574e-19,1.11227e-13,8.85742e-12,8.96868e-12
183,3.68e-08,1.12883,68921,1e+08,-7.66899e-19,-7.66899e-19,-7.66899e-19,3.61964e-17,9261,1.25e+07,8.97354e-19,8.97354e-19,8.97354e-19,1.12417e-13,8.85623e-12,8.96868e-12
184,3.7e-08,1.1346,68921,1e+08,-7.70987e-19,-7.70987e-19,-7.70987e-19,3.65889e-17,9261,1.25e+07,9.02132e-19,9.02132e-19,9.02132e-19,1.13613e-13,8.85503e-12,8.96868e-12
185,3.72e-08,1.1404,68921,1e+08,-7.75073e-19,-7.75073e-19,-7.75073e-19,3.69834e-17,9261,1.25e+07,9.06909e-19,9.06909e-19,9.06909e-19,1.14814e-13,8.85383e-12,8.96868e-12
186,3.74e-08,1.14618,68921,1e+08,-7.79157e-19,-7.79157e-19,-7.79157e-19,3.738e-17,9261,1.25e+07,9.11683e-19,9.11683e-19,9.11683e-19,1.16022e-13,8.85262e-12,8.96867e-12
187,3.76e-08,1.15197,68921,1e+08,-7.8324e-19,-7.8324e-19,-7.83239e-19,3.77786e-17,9261,1.25e+07,9.16455e-19,9.16455e-19,9.16455e-19,1.17235e-13,8.8514e-12,8.96867e-12
188,3.78e-08,1.15776,68921,1e+08,-7.8732e-19,-7.8732e-19,-7.8732e-19,3.81793e-17,9261,1.25e+07,9.21224e-19,9.21224e-19,9.21224e-19,1.18453e-13,8.85018e-12,8.96867e-12
189,3.8e-08,1.16352,68921,1e+08,-7.91399e-19,-7.91399e-19,-7.91399e-19,3.8582e-17,9261,1.25e+07,9.25992e-19,9.25992e-19,9.25992e-19,1.19677e-13,8.84895e-12,8.96867e-12
190,3.82e-08,1.16925,68921,1e+08,-7.95477e-19,-7.95477e-19,-7.95476e-19,3.89868e-17,9261,1.25e+07,9.30758e-19,9.30758e-19,9.30758e-19,1.20907e-13,8.84772e-12,8.96867e-12
191,3.84e-08,1.175,68921,1e+08,-7.99552e-19,-7.99552e-19,-7.99552e-19,3.93936e-17,9261,1.25e+07,9.35521e-19,9.35521e-19,9.35521e-19,1.22143e-13,8.84648e-12,8.96866e-12
192,3.86e-08,1.18074,68921,1e+08,-8.03626e-19,-8.03626e-19,-8.03625e-19,3.98024e-17,9261,1.25e+07,9.40282e-19,9.40282e-19,9.40282e-19,1.23384e-13,8.84524e-12,8.96866e-12
193,3.88e-08,1.1865,68921,1e+08,-8.07697e-19,-8.07697e-19,-8.07697e-19,4.02133e-17,9261,1.25e+07,9.45041e-19,9.45041e-19,9.45041e-19,1.24631e-13,8.84399e-12,8.96866e-12
194,3.9e-08,1.19237,68921,1e+08,-8.11767e-19,-8.11767e-19,-8.11767e-19,4.06262e-17,9261,1.25e+07,9.49797e-19,9.49797e-19,9.49797e-19,1.25883e-13,8.84273e-12,8.96866e-12
195,3.92e-08,1.19811,68921,1e+08,-8.15835e-19,-8.15835e-19,-8.15835e-19,4.10411e-17,9261,1.25e+07,9.54552e-19,9.54552e-19,9.54552e-19,1.27141e-13,8.84147e-12,8.96865e-12
196,3.94e-08,1.20397,68921,1e+08,-8.19901e-19,-8.19901e-19,-8.19901e-19,4.14581e-17,9261,1.25e+07,9.59304e-19,9.59304e-19,9.59304e-19,1.28405e-13,8.84021e-12,8.96865e-12
197,3.96e-08,1.20988,68921,1e+08,-8.23966e-19,-8.23966e-19,-8.23965e-19,4.18771e-17,9261,1.25e+07,9.64054e-19,9.64054e-19,9.64054e-19,1.29674e-13,8.83893e-12,8.96865e-12
198,3.98e-08,1.2156,68921,1e+08,-8.28028e-19,-8.28028e-19,-8.28028e-19,4.22981e-17,9261,1.25e+07,9.68801e-19,9.68801e-19,9.68801e-19,1.30948e-13,8.83766e-12,8.96865e-12
199,4e-08,1.22141,68921,1e+08,-8.32088e-19,-8.32088e-19,-8.32088e-19,4.27211e-17,9261,1.25e+07,9.73547e-19,9.73547e-19,9.73546e-19,1.32228e-13,8.83637e-12,8.96865e-12
200,4.02e-08,1.22725,68921,1e+08,-8.36147e-19,-8.36147e-19,-8.36147e-19,4.31462e-17,9261,1.25e+07,9.78289e-19,9.78289e-19,9.78289e-19,1.33514e-13,8.83509e-12,8.96864e-12
201,4.04e-08,1.26751,68921,1e+08,-8.40204e-19,-8.40204e-19,-8.40203e-19,4.35733e-17,9261,1.25e+07,9.8303e-19,9.8303e-19,9.8303e-19,1.34805e-13,8.83379e-12,8.96864e-12
202,4.06e-08,1.27358,68921,1e+08,-8.44258e-19,-8.44258e-19,-8.44258e-19,4.40024e-17,9261,1.25e+07,9.87768e-19,9.87768e-19,9.87768e-19,1.36102e-13,8.8325e-12,8.96864e-12
203,4.08e-08,1.27978,68921,1e+08,-8.48311e-19,-8.48311e-19,-8.48311e-19,4.44335e-17,9261,1.25e+07,9.92504e-19,9.92504e-19,9.92504e-19,1.37404e-13,8.83119e-12,8.96864e-12
204,4.1e-08,1.28591,68921,1e+08,-8.52362e-19,-8.52362e-19,-8.52362e-19,4.48667e-17,9261,1.25e+07,9.97238e-19,9.97238e-19,9.97238e-19,1.38711e-13,8.82988e-12,8.96864e-12
205,4.12e-08,1.29169,68921,1e+08,-8.56411e-19,-8.56411e-19,-8.5641e-19,4.53018e-17,9261,1.25e+07,1.00197e-18,1.00197e-18,1.00197e-18,1.40024e-13,8.82857e-12,8.96864e-12
206,4.14e-08,1.29755,68921,1e+08,-8.60458e-19,-8.60458e-19,-8.60457e-19,4.5739e-17,9261,1.25e+07,1.0067e-18,1.0067e-18,1.0067e-18,1.41342e-13,8.82725e-12,8.96864e-12
207,4.16e-08,1.30332,68921,1e+08,-8.64502e-19,-8.64502e-19,-8.64502e-19,4.61782e-17,9261,1.25e+07,1.01142e-18,1.01142e-18,1.01142e-18,1.42666e-13,8.82592e-12,8.96863e-12
208,4.18e-08,1.30902,68921,1e+08,-8.68545e-19,-8.68545e-19,-8.68545e-19,4.66194e-17,9261,1.25e+07,1.01615e-18,1.01615e-18,1.01615e-18,1.43995e-13,8.82459e-12,8.96863e-12
209,4.2e-08,1.31487,68921,1e+08,-8.72586e-19,-8.72586e-19,-8.72586e-19,4.70626e-17,9261,1.25e+07,1.02087e-18,1.02087e-18,1.02087e-18,1.4533e-13,8.82326e-12,8.96863e-12
210,4.22e-08,1.32064,68921,1e+08,-8.76625e-19,-8.76625e-19,-8.76624e-19,4.75078e-17,9261,1.25e+07,1.02559e-18,1.02559e-18,1.02559e-18,1.46669e-13,8.82191e-12,8.96863e-12
211,4.24e-08,1.32655,68921,1e+08,-8.80661e-19,-8.80661e-19,-8.80661e-19,4.79551e-17,9261,1.25e+07,1.0303e-18,1.0303e-18,1.0303e-18,1.48015e-13,8.82057e-12,8.96863e-12
212,4.26e-08,1.33232,68921,1e+08,-8.84696e-19,-8.84696e-19,-8.84696e-19,4.84043e-17,9261,1.25e+07,1.03502e-18,1.03502e-18,1.03502e-18,1.49365e-13,8.81922e-12,8.96863e-12
213,4.28e-08,1.33805,68921,1e+08,-8.88729e-19,-8.88729e-19,-8.88728e-19,4.88555e-17,9261,1.25e+07,1.03973e-18,1.03973e-18,1.03973e-18,1.50721e-13,8.81786e-12,8.96863e-12
214,4.3e-08,1.34384,68921,1e+08,-8.92759e-19,-8.92759e-19,-8.92759e-19,4.93087e-17,9261,1.25e+07,1.04444e-18,1.04444e-18,1.04444e-18,1.52082e-13,8.8165e-12,8.96863e-12
215,4.32e-08,1.34961,68921,1e+08,-8.96787e-19,-8.96787e-19,-8.96787e-19,4.9764e-17,9261,1.25e+07,1.04915e-18,1.04915e-18,1.04915e-18,1.53448e-13,8.81513e-12,8.96863e-12
216,4.34e-08,1.35535,68921,1e+08,-9.00814e-19,-9.00814e-19,-9.00813e-19,5.02212e-17,9261,1.25e+07,1.05385e-18,1.05385e-18,1.05385e-18,1.5482e-13,8.81376e-12,8.96863e-12
217,4.36e-08,1.36109,68921,1e+08,-9.04838e-19,-9.04838e-19,-9.04837e-19,5.06804e-17,9261,1.25e+07,1.05855e-18,1.05855e-18,1.05855e-18,1.56196e-13,8.81238e-12,8.96863e-12
218,4.38e-08,1.36683,68921,1e+08,-9.0886e-19,-9.0886e-19,-9.08859e-19,5.11416e-17,9261,1.25e+07,1.06325e-18,1.06325e-18,1.06325e-18,1.57578e-13,8.811e-12,8.96863e-12
219,4.4e-08,1.37255,68921,1e+08,-9.1288e-19,-9.1288e-19,-9.12879e-19,5.16048e-17,9261,1.25e+07,1.06795e-18,1.06795e-18,1.06795e-18,1.58966e-13,8.80961e-12,8.96862e-12
220,4.42e-08,1.3783,68921,1e+08,-9.16897e-19,-9.16897e-19,-9.16897e-19,5.207e-17,9261,1.25e+07,1.07264e-18,1.07264e-18,1.07264e-18,1.60358e-13,8.80821e-12,8.96862e-12
221,4.44e-08,1.38403,68921,1e+08,-9.20913e-19,-9.20913e-19,-9.20912e-19,5.25372e-17,9261,1.25e+07,1.07733e-18,1.07733e-18,1.07733e-18,1.61756e-13,8.80681e-12,8.96862e-12
222,4.46e-08,1.38978,68921,1e+08,-9.24926e-19,-9.24926e-19,-9.24926e-19,5.30064e-17,9261,1.25e+07,1.08202e-18,1.08202e-18,1.08202e-18,1.63158e-13,8.80541e-12,8.96862e-12
223,4.48e-08,1.39554,68921,1e+08,-9.28937e-19,-9.28937e-19,-9.28937e-19,5.34775e-17,9261,1.25e+07,1.0867e-18,1.0867e-18,1.0867e-18,1.64566e-13,8.804e-12,8.96862e-12
224,4.5e-08,1.40125,68921,1e+08,-9.32946e-19,-9.32946e-19,-9.32946e-19,5.39507e-17,9261,1.25e+07,1.09139e-18,1.09139e-18,1.09139e-18,1.65979e-13,8.80259e-12,8.96862e-12
225,4.52e-08,1.40709,68921,1e+08,-9.36953e-19,-9.36953e-19,-9.36952e-19,5.44258e-17,9261,1.25e+07,1.09607e-18,1.09607e-18,1.09607e-18,1.67397e-13,8.80117e-12,8.96862e-12
226,4.54e-08,1.41288,68921,1e+08,-9.40957e-19,-9.40957e-19,-9.40957e-19,5.49029e-17,9261,1.25e+07,1.10074e-18,1.10074e-18,1.10074e-18,1.6882e-13,8.79975e-12,8.96862e-12
227,4.56e-08,1.41863,68921,1e+08,-9.44959e-19,-9.44959e-19,-9.44959e-19,5.5382e-17,9261,1.25e+07,1.10542e-18,1.10542e-18,1.10542e-18,1.70249e-13,8.79832e-12,8.96862e-12
228,4.58e-08,1.42447,68921,1e+08,-9.48959e-19,-9.48959e-19,-9.48959e-19,5.5863e-17,9261,1.25e+07,1.11009e-18,1.11009e-18,1.11009e-18,1.71682e-13,8.79689e-12,8.96863e-12
229,4.6e-08,1.43026,68921,1e+08,-9.52957e-19,-9.52957e-19,-9.52956e-19,5.63461e-17,9261,1.25e+07,1.11476e-18,1.11476e-18,1.11476e-18,1.7312e-13,8.79545e-12,8.96863e-12
230,4.62e-08,1.43646,68921,1e+08,-9.56952e-19,-9.56952e-19,-9.56952e-19,5.68311e-17,9261,1.25e+07,1.11943e-18,1.11943e-18,1.11943e-18,1.74564e-13,8.79401e-12,8.96863e-12
231,4.64e-08,1.44242,68921,1e+08,-9.60945e-19,-9.60945e-19,-9.60945e-19,5.7318e-17,9261,1.25e+07,1.12409e-18,1.12409e-18,1.12409e-18,1.76012e-13,8.79256e-12,8.96863e-12
232,4.66e-08,1.44822,68921,1e+08,-9.64936e-19,-9.64936e-19,-9.64935e-19,5.7807e-17,9261,1.25e+07,1.12875e-18,1.12875e-18,1.12875e-18,1.77465e-13,8.79111e-12,8.96863e-12
