ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
8493,1.6988e-06,72.8249,68921,1e+08,9.01265e-19,9.01265e-19,9.01277e-19,6.29131e-14,9261,1.25e+07,-1.09418e-18,-1.09418e-18,-1.09418e-18,3.74239e-13,8.53225e-12,8.96941e-12
8494,1.699e-06,72.8338,68921,1e+08,9.04695e-19,9.04695e-19,9.04706e-19,6.29281e-14,9261,1.25e+07,-1.09819e-18,-1.09819e-18,-1.09819e-18,3.75496e-13,8.53099e-12,8.96941e-12
8495,1.6992e-06,72.8429,68921,1e+08,9.08122e-19,9.08122e-19,9.08133e-19,6.29432e-14,9261,1.25e+07,-1.1022e-18,-1.1022e-18,-1.1022e-18,3.76755e-13,8.52973e-12,8.96942e-12
8496,1.6994e-06,72.854,68921,1e+08,9.11546e-19,9.11546e-19,9.11558e-19,6.29582e-14,9261,1.25e+07,-1.1062e-18,-1.1062e-18,-1.1062e-18,3.78018e-13,8.52846e-12,8.96943e-12
8497,1.6996e-06,72.8631,68921,1e+08,9.14967e-19,9.14967e-19,9.14979e-19,6.29733e-14,9261,1.25e+07,-1.1102e-18,-1.1102e-18,-1.1102e-18,3.79283e-13,8.52719e-12,8.96944e-12
8498,1.6998e-06,72.8722,68921,1e+08,9.18386e-19,9.18386e-19,9.18397e-19,6.29883e-14,9261,1.25e+07,-1.1142e-18,-1.1142e-18,-1.1142e-18,3.8055e-13,8.52591e-12,8.96945e-12
8499,1.7e-06,72.8816,68921,1e+08,9.21802e-19,9.21802e-19,9.21813e-19,6.30033e-14,9261,1.25e+07,-1.11819e-18,-1.11819e-18,-1.11819e-18,3.81821e-13,8.52464e-12,8.96946e-12
8500,1.7002e-06,72.8904,68921,1e+08,9.25215e-19,9.25215e-19,9.25226e-19,6.30184e-14,9261,1.25e+07,-1.12218e-18,-1.12218e-18,-1.12218e-18,3.83094e-13,8.52336e-12,8.96947e-12
8501,1.7004e-06,72.9508,68921,1e+08,9.28625e-19,9.28625e-19,9.28636e-19,6.30334e-14,9261,1.25e+07,-1.12616e-18,-1.12616e-18,-1.12616e-18,3.8437e-13,8.52208e-12,8.96948e-12
8502,1.7006e-06,72.9601,68921,1e+08,9.32032e-19,9.32032e-19,9.32044e-19,6.30484e-14,9261,1.25e+07,-1.13015e-18,-1.13015e-18,-1.13015e-18,3.85648e-13,8.52079e-12,8.96949e-12
8503,1.7008e-06,72.9688,68921,1e+08,9.35436e-19,9.35436e-19,9.35448e-19,6.30635e-14,9261,1.25e+07,-1.13412e-18,-1.13412e-18,-1.13412e-18,3.86929e-13,8.51951e-12,8.9695e-12
8504,1.701e-06,72.9778,68921,1e+08,9.38838e-19,9.38838e-19,9.3885e-19,6.30785e-14,9261,1.25e+07,-1.1381e-18,-1.1381e-18,-1.1381e-18,3.88212e-13,8.51822e-12,8.96951e-12
8505,1.7012e-06,72.9872,68921,1e+08,9.42237e-19,9.42237e-19,9.42248e-19,6.30936e-14,9261,1.25e+07,-1.14207e-18,-1.14207e-18,-1.14207e-18,3.89498e-13,8.51693e-12,8.96952e-12
8506,1.7014e-06,72.9968,68921,1e+08,9.45632e-19,9.45632e-19,9.45644e-19,6.31086e-14,9261,1.25e+07,-1.14604e-18,-1.14604e-18,-1.14604e-18,3.90787e-13,8.51563e-12,8.96953e-12
8507,1.7016e-06,73.0059,68921,1e+08,9.49025e-19,9.49025e-19,9.49037e-19,6.31236e-14,9261,1.25e+07,-1.15001e-18,-1.15001e-18,-1.15001e-18,3.92078e-13,8.51433e-12,8.96954e-12
8508,1.7018e-06,73.0149,68921,1e+08,9.52415e-19,9.52415e-19,9.52427e-19,6.31387e-14,9261,1.25e+07,-1.15397e-18,-1.15397e-18,-1.15397e-18,3.93371e-13,8.51304e-12,8.96955e-12
8509,1.702e-06,73.0239,68921,1e+08,9.55802e-19,9.55802e-19,9.55814e-19,6.31537e-14,9261,1.25e+07,-1.15793e-18,-1.15793e-18,-1.15793e-18,3.94667e-13,8.51173e-12,8.96955e-12
8510,1.7022e-06,73.033,68921,1e+08,9.59186e-19,9.59186e-19,9.59198e-19,6.31687e-14,9261,1.25e+07,-1.16188e-18,-1.16188e-18,-1.16188e-18,3.95965e-13,8.51043e-12,8.96957e-12
8511,1.7024e-06,73.0422,68921,1e+08,9.62567e-19,9.62567e-19,9.62579e-19,6.31837e-14,9261,1.25e+07,-1.16583e-18,-1.16583e-18,-1.16583e-18,3.97266e-13,8.50913e-12,8.96958e-12
8512,1.7026e-06,73.051,68921,1e+08,9.65945e-19,9.65945e-19,9.65957e-19,6.31988e-14,9261,1.25e+07,-1.16978e-18,-1.16978e-18,-1.16978e-18,3.98569e-13,8.50782e-12,8.96959e-12
8513,1.7028e-06,73.0604,68921,1e+08,9.6932e-19,9.6932e-19,9.69332e-19,6.32138e-14,9261,1.25e+07,-1.17373e-18,-1.17373e-18,-1.17373e-18,3.99874e-13,8.50651e-12,8.9696e-12
8514,1.703e-06,73.0696,68921,1e+08,9.72693e-19,9.72693e-19,9.72704e-19,6.32288e-14,9261,1.25e+07,-1.17767e-18,-1.17767e-18,-1.17767e-18,4.01182e-13,8.5052e-12,8.96961e-12
8515,1.7032e-06,73.0782,68921,1e+08,9.76062e-19,9.76062e-19,9.76073e-19,6.32439e-14,9261,1.25e+07,-1.18161e-18,-1.18161e-18,-1.18161e-18,4.02492e-13,8.50388e-12,8.96962e-12
8516,1.7034e-06,73.0873,68921,1e+08,9.79428e-19,9.79428e-19,9.79439e-19,6.32589e-14,9261,1.25e+07,-1.18554e-18,-1.18554e-18,-1.18554e-18,4.03805e-13,8.50257e-12,8.96963e-12
8517,1.7036e-06,73.0993,68921,1e+08,9.82791e-19,9.82791e-19,9.82802e-19,6.32739e-14,9261,1.25e+07,-1.18947e-18,-1.18947e-18,-1.18947e-18,4.05119e-13,8.50125e-12,8.96964e-12
8518,1.7038e-06,73.1074,68921,1e+08,9.86151e-19,9.86151e-19,9.86162e-19,6.32889e-14,9261,1.25e+07,-1.1934e-18,-1.1934e-18,-1.1934e-18,4.06436e-13,8.49993e-12,8.96965e-12
8519,1.704e-06,73.1166,68921,1e+08,9.89508e-19,9.89508e-19,9.89519e-19,6.3304e-14,9261,1.25e+07,-1.19732e-18,-1.19732e-18,-1.19732e-18,4.07755e-13,8.4986e-12,8.96966e-12
8520,1.7042e-06,73.1264,68921,1e+08,9.92862e-19,9.92862e-19,9.92873e-19,6.3319e-14,9261,1.25e+07,-1.20124e-18,-1.20124e-18,-1.20124e-18,4.09076e-13,8.49728e-12,8.96967e-12
8521,1.7044e-06,73.1355,68921,1e+08,9.96212e-19,9.96212e-19,9.96224e-19,6.3334e-14,9261,1.25e+07,-1.20516e-18,-1.20516e-18,-1.20516e-18,4.104e-13,8.49595e-12,8.96969e-12
8522,1.7046e-06,73.1446,68921,1e+08,9.9956e-19,9.9956e-19,9.99572e-19,6.3349e-14,9261,1.25e+07,-1.20907e-18,-1.20907e-18,-1.20907e-18,4.11725e-13,8.49462e-12,8.9697e-12
8523,1.7048e-06,73.1536,68921,1e+08,1.0029e-18,1.0029e-18,1.00292e-18,6.3364e-14,9261,1.25e+07,-1.21298e-18,-1.21298e-18,-1.21298e-18,4.13053e-13,8.49329e-12,8.96971e-12
8524,1.705e-06,73.1628,68921,1e+08,1.00625e-18,1.00625e-18,1.00626e-18,6.33791e-14,9261,1.25e+07,-1.21688e-18,-1.21688e-18,-1.21688e-18,4.14383e-13,8.49196e-12,8.96972e-12
8525,1.7052e-06,73.1712,68921,1e+08,1.00958e-18,1.00958e-18,1.0096e-18,6.33941e-14,9261,1.25e+07,-1.22078e-18,-1.22078e-18,-1.22078e-18,4.15714e-13,8.49062e-12,8.96973e-12
8526,1.7054e-06,73.1797,68921,1e+08,1.01292e-18,1.01292e-18,1.01293e-18,6.34091e-14,9261,1.25e+07,-1.22468e-18,-1.22468e-18,-1.22468e-18,4.17048e-13,8.48929e-12,8.96974e-12
8527,1.7056e-06,73.1889,68921,1e+08,1.01625e-18,1.01625e-18,1.01626e-18,6.34241e-14,9261,1.25e+07,-1.22857e-18,-1.22857e-18,-1.22857e-18,4.18384e-13,8.48795e-12,8.96976e-12
8528,1.7058e-06,73.1984,68921,1e+08,1.01958e-18,1.01958e-18,1.01959e-18,6.34391e-14,9261,1.25e+07,-1.23246e-18,-1.23246e-18,-1.23246e-18,4.19722e-13,8.48661e-12,8.96977e-12
8529,1.706e-06,73.2069,68921,1e+08,1.02291e-18,1.02291e-18,1.02292e-18,6.34541e-14,9261,1.25e+07,-1.23635e-18,-1.23635e-18,-1.23635e-18,4.21062e-13,8.48526e-12,8.96978e-12
8530,1.7062e-06,73.2159,68921,1e+08,1.02623e-18,1.02623e-18,1.02624e-18,6.34692e-14,9261,1.25e+07,-1.24023e-18,-1.24023e-18,-1.24023e-18,4.22404e-13,8.48392e-12,8.96979e-12
8531,1.7064e-06,73.2249,68921,1e+08,1.02955e-18,1.02955e-18,1.02956e-18,6.34842e-14,9261,1.25e+07,-1.24411e-18,-1.24411e-18,-1.24411e-18,4.23747e-13,8.48257e-12,8.9698e-12
8532,1.7066e-06,73.2335,68921,1e+08,1.03286e-18,1.03286e-18,1.03288e-18,6.34992e-14,9261,1.25e+07,-1.24799e-18,-1.24799e-18,-1.24799e-18,4.25093e-13,8.48123e-12,8.96982e-12
8533,1.7068e-06,73.2425,68921,1e+08,1.03618e-18,1.03618e-18,1.03619e-18,6.35142e-14,9261,1.25e+07,-1.25186e-18,-1.25186e-18,-1.25186e-18,4.26441e-13,8.47988e-12,8.96983e-12
8534,1.707e-06,73.2518,68921,1e+08,1.03949e-18,1.03949e-18,1.0395e-18,6.35292e-14,9261,1.25e+07,-1.25573e-18,-1.25573e-18,-1.25573e-18,4.2779e-13,8.47852e-12,8.96984e-12
8535,1.7072e-06,73.2609,68921,1e+08,1.04279e-18,1.04279e-18,1.0428e-18,6.35442e-14,9261,1.25e+07,-1.25959e-18,-1.25959e-18,-1.25959e-18,4.29141e-13,8.47717e-12,8.96986e-12
8536,1.7074e-06,73.2699,68921,1e+08,1.04609e-18,1.04609e-18,1.04611e-18,6.35592e-14,9261,1.25e+07,-1.26345e-18,-1.26345e-18,-1.26345e-18,4.30494e-13,8.47582e-12,8.96987e-12
8537,1.7076e-06,73.2784,68921,1e+08,1.04939e-18,1.04939e-18,1.04941e-18,6.35742e-14,9261,1.25e+07,-1.26731e-18,-1.26731e-18,-1.26731e-18,4.31849e-13,8.47446e-12,8.96988e-12
8538,1.7078e-06,73.2875,68921,1e+08,1.05269e-18,1.05269e-18,1.0527e-18,6.35892e-14,9261,1.25e+07,-1.27116e-18,-1.27116e-18,-1.27116e-18,4.33205e-13,8.4731e-12,8.96989e-12
8539,1.708e-06,73.2964,68921,1e+08,1.05598e-18,1.05598e-18,1.056e-18,6.36042e-14,9261,1.25e+07,-1.27501e-18,-1.27501e-18,-1.27501e-18,4.34564e-13,8.47174e-12,8.96991e-12
8540,1.7082e-06,73.3052,68921,1e+08,1.05927e-18,1.05927e-18,1.05928e-18,6.36192e-14,9261,1.25e+07,-1.27885e-18,-1.27885e-18,-1.27885e-18,4.35924e-13,8.47037e-12,8.96992e-12
8541,1.7084e-06,73.314,68921,1e+08,1.06256e-18,1.06256e-18,1.06257e-18,6.36342e-14,9261,1.25e+07,-1.28269e-18,-1.28269e-18,-1.28269e-18,4.37285e-13,8.46901e-12,8.96993e-12
8542,1.7086e-06,73.323,68921,1e+08,1.06584e-18,1.06584e-18,1.06585e-18,6.36493e-14,9261,1.25e+07,-1.28653e-18,-1.28653e-18,-1.28653e-18,4.38649e-13,8.46764e-12,8.96994e-12
8543,1.7088e-06,73.332,68921,1e+08,1.06912e-18,1.06912e-18,1.06913e-18,6.36643e-14,9261,1.25e+07,-1.29036e-18,-1.29036e-18,-1.29036e-18,4.40014e-13,8.46628e-12,8.96995e-12
8544,1.709e-06,73.3409,68921,1e+08,1.0724e-18,1.0724e-18,1.07241e-18,6.36793e-14,9261,1.25e+07,-1.29419e-18,-1.29419e-18,-1.29419e-18,4.4138e-13,8.46491e-12,8.96996e-12
8545,1.7092e-06,73.3499,68921,1e+08,1.07567e-18,1.07567e-18,1.07568e-18,6.36943e-14,9261,1.25e+07,-1.29801e-18,-1.29801e-18,-1.29801e-18,4.42749e-13,8.46353e-12,8.96998e-12
8546,1.7094e-06,73.3589,68921,1e+08,1.07894e-18,1.07894e-18,1.07895e-18,6.37093e-14,9261,1.25e+07,-1.30183e-18,-1.30183e-18,-1.30183e-18,4.44118e-13,8.46216e-12,8.96999e-12
8547,1.7096e-06,73.368,68921,1e+08,1.08221e-18,1.08221e-18,1.08222e-18,6.37242e-14,9261,1.25e+07,-1.30565e-18,-1.30565e-18,-1.30565e-18,4.4549e-13,8.46078e-12,8.97e-12
8548,1.7098e-06,73.377,68921,1e+08,1.08547e-18,1.08547e-18,1.08548e-18,6.37392e-14,9261,1.25e+07,-1.30946e-18,-1.30946e-18,-1.30946e-18,4.46863e-13,8.4594e-12,8.97001e-12
8549,1.71e-06,73.3859,68921,1e+08,1.08873e-18,1.08873e-18,1.08874e-18,6.37542e-14,9261,1.25e+07,-1.31327e-18,-1.31327e-18,-1.31327e-18,4.48237e-13,8.45802e-12,8.97002e-12
8550,1.7102e-06,73.3955,68921,1e+08,1.09198e-18,1.09198e-18,1.092e-18,6.37692e-14,9261,1.25e+07,-1.31707e-18,-1.31707e-18,-1.31707e-18,4.49613e-13,8.45664e-12,8.97002e-12
8551,1.7104e-06,73.4044,68921,1e+08,1.09524e-18,1.09524e-18,1.09525e-18,6.37842e-14,9261,1.25e+07,-1.32087e-18,-1.32087e-18,-1.32087e-18,4.5099e-13,8.45526e-12,8.97003e-12
8552,1.7106e-06,73.4134,68921,1e+08,1.09848e-18,1.09848e-18,1.0985e-18,6.37992e-14,9261,1.25e+07,-1.32467e-18,-1.32467e-18,-1.32467e-18,4.52369e-13,8.45387e-12,8.97004e-12
8553,1.7108e-06,73.4226,68921,1e+08,1.10173e-18,1.10173e-18,1.10174e-18,6.38142e-14,9261,1.25e+07,-1.32846e-18,-1.32846e-18,-1.32846e-18,4.53749e-13,8.45249e-12,8.97005e-12
8554,1.711e-06,73.4318,68921,1e+08,1.10497e-18,1.10497e-18,1.10498e-18,6.38292e-14,9261,1.25e+07,-1.33225e-18,-1.33225e-18,-1.33225e-18,4.55131e-13,8.4511e-12,8.97006e-12
8555,1.7112e-06,73.4403,68921,1e+08,1.10821e-18,1.10821e-18,1.10822e-18,6.38442e-14,9261,1.25e+07,-1.33603e-18,-1.33603e-18,-1.33603e-18,4.56514e-13,8.44971e-12,8.97007e-12
8556,1.7114e-06,73.4494,68921,1e+08,1.11144e-18,1.11144e-18,1.11146e-18,6.38592e-14,9261,1.25e+07,-1.33981e-18,-1.33981e-18,-1.33981e-18,4.57898e-13,8.44832e-12,8.97008e-12
8557,1.7116e-06,73.4597,68921,1e+08,1.11468e-18,1.11468e-18,1.11469e-18,6.38742e-14,9261,1.25e+07,-1.34359e-18,-1.34359e-18,-1.34359e-18,4.59284e-13,8.44693e-12,8.97009e-12
8558,1.7118e-06,73.4684,68921,1e+08,1.1179e-18,1.1179e-18,1.11791e-18,6.38892e-14,9261,1.25e+07,-1.34736e-18,-1.34736e-18,-1.34736e-18,4.6067e-13,8.44554e-12,8.9701e-12
8559,1.712e-06,73.4778,68921,1e+08,1.12113e-18,1.12113e-18,1.12114e-18,6.39041e-14,9261,1.25e+07,-1.35113e-18,-1.35113e-18,-1.35113e-18,4.62059e-13,8.44414e-12,8.97011e-12
8560,1.7122e-06,73.4878,68921,1e+08,1.12435e-18,1.12435e-18,1.12436e-18,6.39191e-14,9261,1.25e+07,-1.35489e-18,-1.35489e-18,-1.35489e-18,4.63448e-13,8.44275e-12,8.97011e-12
8561,1.7124e-06,73.4967,68921,1e+08,1.12756e-18,1.12756e-18,1.12758e-18,6.39341e-14,9261,1.25e+07,-1.35865e-18,-1.35865e-18,-1.35865e-18,4.64839e-13,8.44135e-12,8.97012e-12
8562,1.7126e-06,73.5059,68921,1e+08,1.13078e-18,1.13078e-18,1.13079e-18,6.39491e-14,9261,1.25e+07,-1.3624e-18,-1.3624e-18,-1.3624e-18,4.66231e-13,8.43995e-12,8.97013e-12
8563,1.7128e-06,73.5153,68921,1e+08,1.13399e-18,1.13399e-18,1.134e-18,6.39641e-14,9261,1.25e+07,-1.36615e-18,-1.36615e-18,-1.36615e-18,4.67624e-13,8.43855e-12,8.97014e-12
8564,1.713e-06,73.5262,68921,1e+08,1.13719e-18,1.13719e-18,1.1372e-18,6.3979e-14,9261,1.25e+07,-1.3699e-18,-1.3699e-18,-1.3699e-18,4.69018e-13,8.43715e-12,8.97014e-12
8565,1.7132e-06,73.5354,68921,1e+08,1.14039e-18,1.14039e-18,1.14041e-18,6.3994e-14,9261,1.25e+07,-1.37364e-18,-1.37364e-18,-1.37364e-18,4.70413e-13,8.43574e-12,8.97015e-12
8566,1.7134e-06,73.5444,68921,1e+08,1.14359e-18,1.14359e-18,1.1436e-18,6.4009e-14,9261,1.25e+07,-1.37738e-18,-1.37738e-18,-1.37738e-18,4.7181e-13,8.43434e-12,8.97016e-12
8567,1.7136e-06,73.5535,68921,1e+08,1.14679e-18,1.14679e-18,1.1468e-18,6.4024e-14,9261,1.25e+07,-1.38111e-18,-1.38111e-18,-1.38111e-18,4.73207e-13,8.43293e-12,8.97016e-12
8568,1.7138e-06,73.5626,68921,1e+08,1.14998e-18,1.14998e-18,1.14999e-18,6.4039e-14,9261,1.25e+07,-1.38484e-18,-1.38484e-18,-1.38484e-18,4.74606e-13,8.43152e-12,8.97017e-12
8569,1.714e-06,73.5716,68921,1e+08,1.15317e-18,1.15317e-18,1.15318e-18,6.40539e-14,9261,1.25e+07,-1.38856e-18,-1.38856e-18,-1.38856e-18,4.76006e-13,8.43011e-12,8.97017e-12
8570,1.7142e-06,73.5808,68921,1e+08,1.15635e-18,1.15635e-18,1.15636e-18,6.40689e-14,9261,1.25e+07,-1.39228e-18,-1.39228e-18,-1.39228e-18,4.77406e-13,8.4287e-12,8.97018e-12
8571,1.7144e-06,73.59,68921,1e+08,1.15953e-18,1.15953e-18,1.15954e-18,6.40839e-14,9261,1.25e+07,-1.396e-18,-1.396e-18,-1.396e-18,4.78808e-13,8.42729e-12,8.97018e-12
8572,1.7146e-06,73.5989,68921,1e+08,1.16271e-18,1.16271e-18,1.16272e-18,6.40988e-14,9261,1.25e+07,-1.39971e-18,-1.39971e-18,-1.39971e-18,4.80211e-13,8.42588e-12,8.97019e-12
8573,1.7148e-06,73.6077,68921,1e+08,1.16588e-18,1.16588e-18,1.16589e-18,6.41138e-14,9261,1.25e+07,-1.40342e-18,-1.40342e-18,-1.40342e-18,4.81614e-13,8.42447e-12,8.9702e-12
8574,1.715e-06,73.6169,68921,1e+08,1.16905e-18,1.16905e-18,1.16906e-18,6.41288e-14,9261,1.25e+07,-1.40712e-18,-1.40712e-18,-1.40712e-18,4.83019e-13,8.42306e-12,8.97021e-12
8575,1.7152e-06,73.6257,68921,1e+08,1.17221e-18,1.17221e-18,1.17222e-18,6.41437e-14,9261,1.25e+07,-1.41082e-18,-1.41082e-18,-1.41082e-18,4.84424e-13,8.42165e-12,8.97021e-12
8576,1.7154e-06,73.6376,68921,1e+08,1.17537e-18,1.17537e-18,1.17539e-18,6.41587e-14,9261,1.25e+07,-1.41451e-18,-1.41451e-18,-1.41451e-18,4.85831e-13,8.42023e-12,8.97022e-12
8577,1.7156e-06,73.6471,68921,1e+08,1.17853e-18,1.17853e-18,1.17854e-18,6.41737e-14,9261,1.25e+07,-1.4182e-18,-1.4182e-18,-1.4182e-18,4.87238e-13,8.41882e-12,8.97023e-12
8578,1.7158e-06,73.6569,68921,1e+08,1.18168e-18,1.18168e-18,1.1817e-18,6.41886e-14,9261,1.25e+07,-1.42189e-18,-1.42189e-18,-1.42189e-18,4.88646e-13,8.41741e-12,8.97024e-12
8579,1.716e-06,73.6666,68921,1e+08,1.18483e-18,1.18483e-18,1.18485e-18,6.42036e-14,9261,1.25e+07,-1.42557e-18,-1.42557e-18,-1.42557e-18,4.90055e-13,8.41599e-12,8.97025e-12
8580,1.7162e-06,73.676,68921,1e+08,1.18798e-18,1.18798e-18,1.18799e-18,6.42186e-14,9261,1.25e+07,-1.42924e-18,-1.42924e-18,-1.42924e-18,4.91465e-13,8.41458e-12,8.97026e-12
8581,1.7164e-06,73.6852,68921,1e+08,1.19112e-18,1.19112e-18,1.19113e-18,6.42335e-14,9261,1.25e+07,-1.43291e-18,-1.43291e-18,-1.43291e-18,4.92875e-13,8.41316e-12,8.97027e-12
8582,1.7166e-06,73.6976,68921,1e+08,1.19426e-18,1.19426e-18,1.19427e-18,6.42485e-14,9261,1.25e+07,-1.43658e-18,-1.43658e-18,-1.43658e-18,4.94286e-13,8.41175e-12,8.97028e-12
8583,1.7168e-06,73.7073,68921,1e+08,1.19739e-18,1.19739e-18,1.19741e-18,6.42634e-14,9261,1.25e+07,-1.44024e-18,-1.44024e-18,-1.44024e-18,4.95698e-13,8.41033e-12,8.97029e-12
8584,1.717e-06,73.7163,68921,1e+08,1.20053e-18,1.20053e-18,1.20054e-18,6.42784e-14,9261,1.25e+07,-1.4439e-18,-1.4439e-18,-1.4439e-18,4.9711e-13,8.40892e-12,8.97031e-12
8585,1.7172e-06,73.7252,68921,1e+08,1.20365e-18,1.20365e-18,1.20366e-18,6.42934e-14,9261,1.25e+07,-1.44755e-18,-1.44755e-18,-1.44755e-18,4.98523e-13,8.4075e-12,8.97032e-12
8586,1.7174e-06,73.7335,68921,1e+08,1.20677e-18,1.20677e-18,1.20679e-18,6.43083e-14,9261,1.25e+07,-1.4512e-18,-1.4512e-18,-1.4512e-18,4.99937e-13,8.40608e-12,8.97033e-12
8587,1.7176e-06,73.7426,68921,1e+08,1.20989e-18,1.20989e-18,1.2099e-18,6.43233e-14,9261,1.25e+07,-1.45484e-18,-1.45484e-18,-1.45484e-18,5.01352e-13,8.40466e-12,8.97034e-12
8588,1.7178e-06,73.7521,68921,1e+08,1.21301e-18,1.21301e-18,1.21302e-18,6.43382e-14,9261,1.25e+07,-1.45848e-18,-1.45848e-18,-1.45848e-18,5.02767e-13,8.40324e-12,8.97035e-12
8589,1.718e-06,73.7614,68921,1e+08,1.21612e-18,1.21612e-18,1.21613e-18,6.43532e-14,9261,1.25e+07,-1.46212e-18,-1.46212e-18,-1.46212e-18,5.04182e-13,8.40183e-12,8.97036e-12
8590,1.7182e-06,73.77,68921,1e+08,1.21922e-18,1.21922e-18,1.21924e-18,6.43681e-14,9261,1.25e+07,-1.46575e-18,-1.46575e-18,-1.46575e-18,5.05598e-13,8.40041e-12,8.97037e-12
8591,1.7184e-06,73.7789,68921,1e+08,1.22233e-18,1.22233e-18,1.22234e-18,6.43831e-14,9261,1.25e+07,-1.46937e-18,-1.46937e-18,-1.46937e-18,5.07014e-13,8.39899e-12,8.97038e-12
8592,1.7186e-06,73.7884,68921,1e+08,1.22543e-18,1.22543e-18,1.22544e-18,6.4398e-14,9261,1.25e+07,-1.47299e-18,-1.47299e-18,-1.47299e-18,5.08431e-13,8.39757e-12,8.97039e-12
8593,1.7188e-06,73.7976,68921,1e+08,1.22852e-18,1.22852e-18,1.22853e-18,6.4413e-14,9261,1.25e+07,-1.47661e-18,-1.47661e-18,-1.47661e-18,5.09849e-13,8.39614e-12,8.97041e-12
8594,1.719e-06,73.8068,68921,1e+08,1.23161e-18,1.23161e-18,1.23162e-18,6.44279e-14,9261,1.25e+07,-1.48022e-18,-1.48022e-18,-1.48022e-18,5.11267e-13,8.39472e-12,8.97042e-12
8595,1.7192e-06,73.8162,68921,1e+08,1.2347e-18,1.2347e-18,1.23471e-18,6.44429e-14,9261,1.25e+07,-1.48382e-18,-1.48382e-18,-1.48382e-18,5.12685e-13,8.3933e-12,8.97043e-12
8596,1.7194e-06,73.8254,68921,1e+08,1.23778e-18,1.23778e-18,1.23779e-18,6.44578e-14,9261,1.25e+07,-1.48743e-18,-1.48743e-18,-1.48743e-18,5.14103e-13,8.39188e-12,8.97044e-12
8597,1.7196e-06,73.8344,68921,1e+08,1.24086e-18,1.24086e-18,1.24087e-18,6.44727e-14,9261,1.25e+07,-1.49102e-18,-1.49102e-18,-1.49102e-18,5.15522e-13,8.39046e-12,8.97045e-12
8598,1.7198e-06,73.8435,68921,1e+08,1.24393e-18,1.24393e-18,1.24394e-18,6.44877e-14,9261,1.25e+07,-1.49461e-18,-1.49461e-18,-1.49461e-18,5.16942e-13,8.38903e-12,8.97046e-12
8599,1.72e-06,73.8523,68921,1e+08,1.247e-18,1.247e-18,1.24702e-18,6.45026e-14,9261,1.25e+07,-1.4982e-18,-1.4982e-18,-1.4982e-18,5.18361e-13,8.38761e-12,8.97048e-12
8600,1.7202e-06,73.8613,68921,1e+08,1.25007e-18,1.25007e-18,1.25008e-18,6.45176e-14,9261,1.25e+07,-1.50178e-18,-1.50178e-18,-1.50178e-18,5.19781e-13,8.38619e-12,8.97049e-12
8601,1.7204e-06,73.9215,68921,1e+08,1.25313e-18,1.25313e-18,1.25314e-18,6.45325e-14,9261,1.25e+07,-1.50536e-18,-1.50536e-18,-1.50536e-18,5.21201e-13,8.38477e-12,8.9705e-12
8602,1.7206e-06,73.931,68921,1e+08,1.25619e-18,1.25619e-18,1.2562e-18,6.45474e-14,9261,1.25e+07,-1.50893e-18,-1.50893e-18,-1.50893e-18,5.22622e-13,8.38334e-12,8.97051e-12
8603,1.7208e-06,73.9404,68921,1e+08,1.25924e-18,1.25924e-18,1.25925e-18,6.45624e-14,9261,1.25e+07,-1.5125e-18,-1.5125e-18,-1.5125e-18,5.24043e-13,8.38192e-12,8.97053e-12
8604,1.721e-06,73.9493,68921,1e+08,1.26229e-18,1.26229e-18,1.2623e-18,6.45773e-14,9261,1.25e+07,-1.51606e-18,-1.51606e-18,-1.51606e-18,5.25464e-13,8.3805e-12,8.97054e-12
8605,1.7212e-06,73.9584,68921,1e+08,1.26534e-18,1.26534e-18,1.26535e-18,6.45922e-14,9261,1.25e+07,-1.51962e-18,-1.51962e-18,-1.51962e-18,5.26885e-13,8.37907e-12,8.97055e-12
8606,1.7214e-06,73.9672,68921,1e+08,1.26838e-18,1.26838e-18,1.26839e-18,6.46072e-14,9261,1.25e+07,-1.52318e-18,-1.52318e-18,-1.52318e-18,5.28306e-13,8.37765e-12,8.97056e-12
8607,1.7216e-06,73.9761,68921,1e+08,1.27142e-18,1.27142e-18,1.27143e-18,6.46221e-14,9261,1.25e+07,-1.52672e-18,-1.52672e-18,-1.52672e-18,5.29727e-13,8.37622e-12,8.97057e-12
8608,1.7218e-06,73.9854,68921,1e+08,1.27445e-18,1.27445e-18,1.27446e-18,6.4637e-14,9261,1.25e+07,-1.53027e-18,-1.53027e-18,-1.53027e-18,5.31149e-13,8.3748e-12,8.97059e-12
8609,1.722e-06,73.9947,68921,1e+08,1.27748e-18,1.27748e-18,1.27749e-18,6.46519e-14,9261,1.25e+07,-1.5338e-18,-1.5338e-18,-1.5338e-18,5.32571e-13,8.37337e-12,8.9706e-12
8610,1.7222e-06,74.0037,68921,1e+08,1.2805e-18,1.2805e-18,1.28051e-18,6.46669e-14,9261,1.25e+07,-1.53734e-18,-1.53734e-18,-1.53734e-18,5.33993e-13,8.37195e-12,8.97061e-12
8611,1.7224e-06,74.0127,68921,1e+08,1.28352e-18,1.28352e-18,1.28353e-18,6.46818e-14,9261,1.25e+07,-1.54087e-18,-1.54087e-18,-1.54087e-18,5.35414e-13,8.37052e-12,8.97062e-12
